method	median_rank	R@1_%	R@10_%	R@100_%	partial_%	ndcg
gallery_fuse	421.12	0.8179711741932951	4.141328251365697	21.900809393391445	0.8179711741933007	0.1340055773011461
pdgrapher_official	4253.28	0.5971410080186306	1.6423535801432645	4.570263900785874	0.5971410080186355	0.06604172374111641
dual_encoder	365.40999999999997	0.8006984590327942	4.857743336425689	27.894073137066034	0.8006984590327996	0.13351747890631202
pearson_gallery	691.8399999999999	0.3065697866036988	2.176692218513156	13.547394917434413	0.30656978660370393	0.1146661935603042
