n_test	n_gallery_kos	recall@1	recall@10	recall@100	recall@1000	pct_partially_accurate	ranking_score	ndcg	median_rank_true	cell	fold	method	alpha
4027	3661	0.0017382666997765085	0.01614104792649615	0.11894710702756395	0.5463123913583313	0.17382666997765087	0.8968395534323977	0.10921571790810139	854.0	YAPC	1	pearson_train_gallery	0.7227979302406311
4027	3661	0.0072013906133598215	0.02756394338217035	0.18276632729078718	0.6411720884032779	0.7201390613359822	0.9122146813599469	0.12367078741624166	574.0	YAPC	1	gallery_dual	0.7227979302406311
4027	3661	0.00645641917059846	0.028060591010677923	0.20064564191705986	0.691085175068289	0.6456419170598461	0.9217007159493501	0.12693658640575273	476.0	YAPC	1	gallery_fuse	0.7227979302406311
4027	3664	0.0019865905140302956	0.016389371740749937	0.11398063074248821	0.5535137819716911	0.19865905140302956	0.8966483283376588	0.1088171548833289	843.0	YAPC	2	pearson_train_gallery	0.6472625732421875
4027	3664	0.008691333498882544	0.028805562453439286	0.15545070772287062	0.6146014402781227	0.8691333498882543	0.9055595058105825	0.1217189042383056	645.0	YAPC	2	gallery_dual	0.6472625732421875
4027	3664	0.0047181524708219515	0.031288800595977155	0.18798112739011671	0.6744474795132853	0.4718152470821952	0.9189528864190604	0.1253907622286458	489.0	YAPC	2	gallery_fuse	0.6472625732421875
4027	3661	0.0017382666997765085	0.020610876583064316	0.12043704991308667	0.5671715917556494	0.17382666997765087	0.8991438482664559	0.1106977876717749	820.0	YAPC	3	pearson_train_gallery	0.6815775632858276
4027	3661	0.008691333498882544	0.030543829153215792	0.18375962254780234	0.6436553265458157	0.8691333498882543	0.9121244218175321	0.12536029823519543	565.0	YAPC	3	gallery_dual	0.6815775632858276
4027	3661	0.006208095356344674	0.0342686863670226	0.2053637943878818	0.7077228706232928	0.6208095356344674	0.923631528615218	0.1293081046636472	460.0	YAPC	3	gallery_fuse	0.6815775632858276
4027	3667	0.0022349143282840824	0.0171343431835113	0.114228954556742	0.5515271914576608	0.22349143282840825	0.8966822075291891	0.10919005775314798	839.0	YAPC	4	pearson_train_gallery	0.645905613899231
4027	3667	0.005959771542090887	0.034517010181276384	0.16513533647876832	0.6076483734790167	0.5959771542090887	0.9056549561456807	0.12148591032085	661.0	YAPC	4	gallery_dual	0.645905613899231
4027	3667	0.004966476285075739	0.0322820958529923	0.18475291780481748	0.6707226222994785	0.4966476285075739	0.9195014651475811	0.1250890758817919	506.0	YAPC	4	gallery_fuse	0.645905613899231
4027	3665	0.0017382666997765085	0.016389371740749937	0.11745716414204121	0.5594735535137819	0.17382666997765087	0.8989872207318778	0.109496519872579	815.0	YAPC	5	pearson_train_gallery	0.6465221643447876
4027	3665	0.006953066799106034	0.03253041966724609	0.18524956543332505	0.6299975167618574	0.6953066799106035	0.9089345175014528	0.12383171101496201	618.0	YAPC	5	gallery_dual	0.6465221643447876
4027	3665	0.004221504842314378	0.033027067295753665	0.2056121182021356	0.69704494661038	0.4221504842314378	0.9221767394462147	0.12724881042757474	471.0	YAPC	5	gallery_fuse	0.6465221643447876
