gene	value
A1BG	0.4277053196791609
A2M	-0.9925385792031172
A2M-AS1	-0.2606741431054207
AACS	-0.016031987263859016
AADAC	0.03397638544943282
AADACP1	0.6260338765305562
AAK1	-0.027204357515747013
AAR2	0.3404269107196378
AARS	0.05696627386780406
AARS2	-0.1364450022474193
AASDHPPT	0.011981235494156195
AASS	0.2220540976649339
AATBC	-0.3069010935375993
AATF	0.5177545154778516
ABALON	-0.09764890080276079
ABCA1	-0.311683170497286
ABCA10	1.2721713288803755
ABCA11P	0.008985335153885998
ABCA3	0.4553307751159563
ABCA4	-0.15281945537977748
ABCA5	0.5799359737380039
ABCA7	0.3993697190228316
ABCA9	1.5006855332091977
ABCB1	0.03555786720706422
ABCB10	-0.49631988302117236
ABCB6	-0.3361554349197533
ABCC1	0.042349667648506006
ABCC10	0.1772053140672316
ABCC2	-0.36719240212632087
ABCC3	0.4795945278717708
ABCC5	0.18454050378805764
ABCC6	0.017239505848663406
ABCC6P1	0.06878536918704814
ABCC6P2	0.05181013229616882
ABCD1	0.49745438456616853
ABCD2	-0.21226208402512237
ABCD3	0.049528860446161005
ABCF2	-0.11798210582931823
ABCF3	0.018517967943989078
ABCG2	-1.2005906226798573
ABHD12	-0.08609508163472412
ABHD13	0.055517172071009924
ABHD14A	0.1975621636265421
ABHD15	0.25729290458432263
ABHD16B	0.1856757254572674
ABHD17A	0.5737740381120942
ABHD17B	0.06529234635715842
ABHD17C	-0.19843404371187745
ABHD18	-0.03315569805892782
ABHD3	-0.06797256258381434
ABHD4	0.281779433797511
ABHD5	0.1443337863694083
ABHD6	0.35997544193951914
ABHD8	0.2605258131856303
ABL1	0.10098529368048403
ABLIM2	0.45699327637658627
ABRACL	0.0084898474005346
ABRAXAS1	0.15771378590625407
ABRAXAS2	-0.085586778524263
ABT1	0.044635774117602445
ABTB2	-0.18590977194812908
ACAA2	0.2764060210561734
ACACB	-0.18604474918042246
ACAD8	0.15285677144675436
ACAD9	0.6145686414041771
ACADL	-0.007016638260857633
ACADSB	-0.026451828605822847
ACAP1	0.45125392277227805
ACAP2	0.0924766636766634
ACAP3	0.38720781114258074
ACAT1	0.002107958823917677
ACAT2	-0.13206320256082194
ACBD3	-0.3504095768556148
ACBD4	0.23453430967610078
ACBD6	0.07354068836410033
ACBD7	0.7782730696967257
ACE2	0.4149923885275708
ACER2	-0.024136536594463465
ACIN1	0.05745691918132856
ACKR2	-0.19271692826908993
ACKR3	1.7419039702015018
ACO2	-0.1043327057035679
ACOT1	0.1296376623659512
ACOT12	0.3086476886323757
ACOT2	0.25729496509177263
ACOT4	0.24064824887588276
ACOT6	-0.04337880137622996
ACOT7	0.23734599747267815
ACOT8	0.058137518894965545
ACOX2	-0.045302594758882986
ACOX3	0.6682324040530361
ACP4	-0.19682867908012192
ACP6	0.24469263538019792
ACSL4	-0.539775899119411
ACSS3	-0.43751799608777464
ACTA1	2.114320506779874
ACTB	0.1175862041243878
ACTG1P20	0.3850437381880041
ACTN4	0.18337992055207497
ACTR10	0.3414588110076817
ACTR1A	0.2518594288912057
ACTR1B	-0.20142023223552208
ACTR5	0.053039407894081236
ACTR8	-0.01626295818047918
ACTRT3	-0.06119623851875744
ACVR1	0.201098544397317
ACVR2B	0.10840595270353504
ACVR2B-AS1	0.41708445557174656
ACYP2	0.22797008535673235
ADA	-0.09654756497047945
ADAL	-0.14250579391205553
ADAM10	-0.1920145151172843
ADAM11	0.9130603262203327
ADAM17	0.022931055053078353
ADAM19	-0.23663967551264076
ADAM1A	-0.31252411049227025
ADAM21	0.153767858369676
ADAM23	0.08509047858634045
ADAMTS1	-0.1764245158508757
ADAMTS10	2.1180227906140097
ADAMTS12	-0.12221927091083362
ADAMTS16	0.9556403397739692
ADAMTS19	-0.23103901087931966
ADAMTS3	-0.29823403304340346
ADAMTS4	0.8990819241675632
ADAMTS6	0.6969882342900782
ADAMTS9	-0.08459743343631843
ADAMTSL4-AS1	-0.14226441264969703
ADAMTSL5	0.6416059286564906
ADAP1	-0.17092618770990065
ADAP2	0.5928995284073442
ADAT2	-0.2713427121888383
ADAT3	0.4444981799050076
ADCK2	0.32320533113556493
ADCK5	0.17476570257546342
ADCY1	0.5530020332857459
ADCY10P1	0.0940537656712932
ADCY3	0.025376604459629526
ADCY6	-0.4022577110749239
ADCY7	0.46693261238047334
ADCY9	-0.641791487440134
ADD1	-0.03315058423417483
ADGRA2	0.7554811442948131
ADGRA3	-0.040394897237535865
ADGRD1	0.49606668010266475
ADGRF2	-0.39471236262309795
ADGRL3	0.8891995172263059
ADH1A	-0.543049280705139
ADH5	0.05247429755412103
ADHFE1	-0.17865191476786535
ADI1	-0.17713032086654934
ADIPOR2	-0.24685058176281682
ADIRF	0.766653954832015
ADM	0.39268787910753034
ADM2	0.30994088090049754
ADM5	0.12419918742888658
ADNP2	0.02063615726024448
ADO	0.0674497884015004
ADORA2A	-1.4976854106984263
ADORA2A-AS1	-0.7932661121743392
ADORA2B	0.016647371324743254
ADPRHL2	0.12532361019313587
ADPRM	-0.20938059338417325
ADRA2C	0.6185544750068734
ADRB1	0.6810513321063238
ADRB2	1.2929708452015345
ADSS	-0.5189000585667598
AEBP1	0.45406746041386414
AEBP2	-0.44034960815865887
AEN	-0.41328150723077073
AES	-0.3905616700032004
AFDN	-0.26721714469469404
AFDN-DT	-0.39309697174237446
AFF1	-0.02474736762953267
AFF1-AS1	-0.27032160060314814
AFF4	0.06668629499998158
AFG1L	0.24311868672189973
AFG3L2	-0.1189972612357888
AFM	-0.20751093456953118
AFMID	-0.18336253845470196
AFP	-0.5700282220930033
AGAP12P	-0.06266996896902466
AGAP3	0.027440417573174614
AGAP4	-0.00030869853925441504
AGAP5	-0.2424271459695584
AGAP6	-0.07632688382015118
AGAP7P	-0.4439018681788549
AGAP9	-0.17397235373503506
AGBL2	0.17198605832010472
AGBL3	-0.23347665128792494
AGFG2	-0.6719273574591114
AGGF1	0.07410744850879958
AGK	-0.15126355928563484
AGL	-0.06444558128448463
AGMAT	-0.2409723116338771
AGMO	0.05828517322530047
AGO4	0.42837418257230997
AGPAT3	-0.12671277067088793
AGPAT4	0.9628089247564628
AGPAT5	-0.2826019802689457
AGPS	-0.07500349569627396
AGRN	-0.3106831258532359
AGT	-0.7086661579741849
AGTR1	-1.2046774777795053
AGXT	-1.08308317697163
AHCTF1	-0.543777372793997
AHCTF1P1	-0.5695078870870205
