gene	value
A1BG	-2.302204288088632
A1CF	0.5334150258757315
A2M	-0.2957690142604541
A4GNT	2.4916612545698036
AACS	0.43935976802001164
AADACP1	1.6370684333970815
AAK1	-0.578351159877176
AAMP	-0.1538846676959036
AAR2	-0.24003982025851123
AARS	-0.21876511989928638
AASS	0.5925222447253304
AATF	-0.6126710956545693
AATK	1.6418486145427282
ABALON	-0.5788396301342038
ABAT	0.6493741173327532
ABCA10	1.9546504402262737
ABCA2	0.7237750916248249
ABCA4	-1.8612311123024083
ABCA5	-0.49389512356821363
ABCB1	0.1857373915452758
ABCB4	-0.4609889520991368
ABCB7	0.6359341892004906
ABCC1	-0.8600410158024978
ABCC10	-0.4341000348971882
ABCC2	1.263142876373502
ABCC3	0.6251273342762307
ABCC5	0.41148250206616943
ABCC6	0.29183017828355773
ABCC6P1	0.6498612090247828
ABCC9	-2.032019272796032
ABCD1	-0.38548206982206423
ABCD3	-0.5185140824428327
ABCE1	0.41294762539588525
ABCG1	-1.349334583892289
ABCG2	0.41144336348393473
ABCG5	2.1837459915987187
ABCG8	2.6541924766079585
ABHD10	-0.22228334427781427
ABHD11	0.879478045301231
ABHD12	-0.34212821085551326
ABHD15	1.25629486552321
ABHD17A	-0.2660353686006012
ABHD2	-0.33465799311579403
ABHD4	-0.6611114095804318
ABHD5	0.256801908607871
ABL1	0.384602974072644
ABL2	-0.38256736999072416
ABLIM1	-0.7544810241987605
ABLIM3	-0.3247822186711451
ABRACL	0.5548097204791187
ABRAXAS1	0.42988917486618394
AC002463.1	2.183588849230177
AC002480.1	-1.5321058768300047
AC004160.1	2.53575765826263
AC004803.1	1.0230803096412195
AC004923.1	2.630240676753484
AC004943.2	-0.580842275064434
AC005077.4	-0.8616929150503596
AC005186.1	2.6818682167527803
AC005537.1	2.195647442237986
AC005550.2	2.3374342897477427
AC005682.1	1.9304476243820123
AC005726.1	0.7699532701410652
AC006273.1	-1.3880580458622256
AC006329.1	0.8542037006325129
AC006453.2	-0.7813496409008822
AC007448.4	1.4891531385945709
AC007638.2	-1.011148226075473
AC007846.1	1.4213574179339252
AC007952.2	2.3656396135586744
AC007996.1	1.56522476488513
AC008443.6	1.16561243763499
AC008735.1	-2.2599963807080696
AC009133.2	-2.1759415919617724
AC009318.1	1.163692647120699
AC009414.2	-2.1089186780892253
AC009948.1	0.7798680930698829
AC010168.1	-1.825147926599148
AC010168.2	1.0295122914506303
AC010595.1	-3.3442738567669013
AC010642.2	-1.087103041009153
AC011043.1	0.6428014093278893
AC011481.3	-1.7367585595498243
AC011632.1	0.7391306405508287
AC011815.1	1.0575463165412327
AC011840.1	-2.7298163671263946
AC012254.3	2.201197631758448
AC012313.10	-2.167175891525368
AC012313.3	-2.4523784802822575
AC012467.2	0.6139567031554352
AC012615.6	-0.886693603469066
AC013275.1	-2.8777471660076808
AC015813.6	-1.054118580786663
AC015908.3	1.9117032182800182
AC015909.1	-3.3308578136329077
AC016044.1	-1.7711684527276592
AC016205.1	1.126058922426762
AC017100.1	1.2064172612083297
AC018638.4	0.5764685444054729
AC018638.5	0.4725384616967929
AC019080.4	-4.153066504599078
AC020656.2	0.5200770067547591
AC020916.1	-1.188761745486529
AC021054.1	0.6671780573990178
AC021205.3	-2.192865412479219
AC021218.1	-1.331995432835873
AC021678.2	-2.404651041258729
AC022031.2	0.8106135900387734
AC022075.1	-0.7276081537222225
AC022150.4	2.8355932758352846
AC022211.2	-1.645634260721518
AC022639.1	1.2563326615496075
AC023632.6	0.6287694628765035
AC024592.2	-4.016146277953462
AC025265.1	1.3011356241659042
AC026271.1	-0.654463494696035
AC026358.1	-3.6427402741163113
AC027117.1	1.8736000387350986
AC027117.2	1.5390834829120168
AC048341.1	1.5238841447394513
AC060780.1	2.247484781073772
AC062029.1	0.9088000977648072
AC064807.1	0.9485130974484299
AC064807.2	2.4006165016307617
AC068506.1	1.5915171135371216
AC069228.1	1.601476432716575
AC073957.3	0.8063996153438842
AC074117.1	0.3456894177288463
AC074135.1	-1.3506275600293591
AC078817.1	1.5892255393525758
AC078846.1	0.9694471043121977
AC079380.1	1.900610598835792
AC080112.1	-0.8398795462041697
AC080128.1	1.1541527296903773
AC083843.2	0.7487546472292044
AC084033.3	-0.9940826060695445
AC084880.1	-2.728070537019881
AC087482.1	0.9904973793636564
AC090164.4	-1.3176240486166533
AC090502.1	-1.7991919967390606
AC090515.4	0.9278115326787733
AC090825.1	1.0616880242319215
AC091057.1	0.3953440782886073
AC091390.3	-2.3943157543719993
AC091563.1	1.5464191901317483
AC092140.2	-2.2431495741403205
AC092142.1	-2.465952007515964
AC092171.2	-0.531135747840831
AC092279.1	-0.692880745297427
AC092343.1	-1.3450529485814728
AC092364.2	-2.258418187654704
AC092368.3	-0.7185374145683374
AC092490.1	-5.225457939104621
AC092535.4	-1.849844280321459
AC092611.2	2.091063977699446
AC092720.1	-1.198186443696656
AC092851.1	2.2511346924774336
AC092916.1	-4.146066206332549
AC092919.2	-0.7385926422511604
AC096759.2	-2.432921537491333
AC098613.1	-1.489068364919797
AC098679.2	2.9136570360437912
AC098934.1	-0.4923550307206357
AC099684.2	-1.2965825363662358
AC099792.1	-2.6827383303571253
AC100810.1	-1.951082452208348
AC102945.2	-0.9435354221199033
AC104088.1	-1.0964411550898294
AC104461.1	-2.8748339588147704
AC104667.2	1.0066242409509298
AC104958.2	-1.1956087595153422
AC104964.2	2.537863183710528
AC105105.2	-2.416151381410651
AC105285.1	3.001827560285933
AC105411.1	-0.30752938578688216
AC106744.2	1.6321129675755524
AC107021.2	1.8861633092673977
AC107081.2	-2.197990453457373
AC107398.3	1.626139679668137
AC108463.1	-1.395809875683434
AC108463.2	-1.5282521218103517
AC108488.1	-0.9745446007810177
AC108749.1	2.715509619981595
AC108752.1	-2.81105861547695
AC108941.2	2.368659582129514
AC109439.2	1.4108617818741127
AC110079.1	0.4444880534695157
AC112178.1	0.6699464928836356
AC113414.1	1.6972899289328756
AC114488.1	2.3362103647979127
AC114490.3	2.5927979772140053
AC115618.2	0.6073489086365207
AC119427.1	-1.0334254765593567
AC122688.3	1.1611142161831713
AC123767.1	2.4884260067244295
AC124045.1	-1.0085282173511443
AC124067.4	-0.7371837711368254
AC124798.1	0.8912842221571529
AC125232.2	0.8711159498677121
AC126474.2	0.39841065458869895
AC128707.1	2.172199300285745
AC132008.2	0.5050048863600614
AC138393.1	-0.67454021617253
AC138627.1	3.098348776026974
AC138649.1	-1.4459026551925667
AC138649.4	-2.7366361963957018
AC138904.1	2.6145266783873895
AC139491.7	3.318971957557986
AC145207.5	1.0306515430790668
AC148476.1	-3.8887643930821354
AC239809.3	0.7261077514479144
AC239859.6	-1.6321483228001208
AC240274.1	-0.8540353170719941
AC241952.1	-0.6046105498636045
AC243964.2	-1.1187528704237026
AC243964.3	-0.5384986334735444
AC244153.1	-2.8956834051088207
AC245041.1	-1.407034317974646
AC245041.2	-1.5635764973993664
AC245297.1	-1.8723859870888253
AC245452.1	-0.725778334763457
ACAA1	-0.32604620944400153
ACAA2	1.0574026751248908
ACACA	-0.28984354061493534
ACACB	1.079956340057958
ACAD10	0.7584244834026741
ACAD8	-0.27289500463409233
ACAD9	-0.3958623998534829
ACADS	0.6030775560584605
ACADSB	0.6557361059157252
ACADVL	-0.7275047639299217
ACAN	-3.971065046076455
ACAP2	0.2714390876998145
ACAP3	-0.2795639267973993
ACAT2	-0.5127009584112265
ACBD5	-0.3691506836734657
ACBD6	-0.44342777663016797
ACD	0.31460249310131694
ACE2	2.1477756878676084
ACER2	0.8747355873128475
ACHE	0.9404382679350407
ACIN1	-0.3341790026956559
ACLY	-0.334761210301016
ACMSD	1.4957130911261602
ACOT11	1.1892038474440039
ACOT13	0.6494052308611273
ACOT7	-0.7796422504244429
ACOT8	-0.3351229098165316
ACOT9	-0.39368394718786703
ACOX2	1.7904490281918255
ACP1	0.21854782542648543
ACP2	-0.3941462010905745
ACP5	0.3969354099842999
ACP6	-0.8131151884572079
ACSF3	-0.34829102427516645
ACSL1	-0.790534545457179
ACSL4	-0.3848068721549609
ACSL5	1.154985579288839
ACSM2A	1.4323252605344203
ACSM2B	0.8518326537160501
ACSM3	-0.3251628137401106
